,date_mutation,valeur_fonciere,surface_reelle_bati,code_postal,longitude,latitude
1937456,2016-01-29,215500.0,46.0,69001.0,4.83509,45.768854
1937458,2016-01-14,147000.0,75.0,69005.0,4.790948,45.759391
1937465,2016-01-15,251750.0,53.0,69004.0,4.8313559999999995,45.777839
1937476,2016-01-06,101000.0,45.0,69005.0,4.8086910000000005,45.751526
1937477,2016-01-18,92000.0,28.0,69009.0,4.807386,45.774698
1937483,2016-01-27,150000.0,51.0,69004.0,4.8225169999999995,45.779764
1937484,2016-01-25,257440.0,102.0,69005.0,4.823956,45.767171000000005
1937491,2016-01-15,235400.0,67.0,69009.0,4.80295,45.773782000000004
1937493,2016-01-21,395000.0,82.0,69004.0,4.82681,45.775564
1937494,2016-01-18,288000.0,67.0,69004.0,4.831831,45.775708
1937497,2016-01-19,161500.0,56.0,69004.0,4.820786,45.780584999999995
1937500,2016-01-12,100000.0,32.0,69004.0,4.814385,45.772240999999994
1937510,2016-01-27,229000.0,50.0,69004.0,4.834308,45.781087
1937516,2016-01-18,330500.0,164.0,69009.0,4.801088,45.770536
1937525,2016-01-18,157000.0,62.0,69009.0,4.789723,45.787014
1937526,2016-01-18,224100.0,104.0,69005.0,4.810137999999999,45.750238
1937528,2016-01-18,297000.0,91.0,69009.0,4.807658,45.770561
1937529,2016-01-15,115000.0,33.0,69009.0,4.807444,45.773998
1937534,2016-01-12,143200.0,50.0,69005.0,4.774625,45.752886
1937538,2016-01-20,52000.0,19.0,69001.0,4.8285279999999995,45.772361
1937544,2016-01-13,249600.0,111.0,69004.0,4.815514,45.780722999999995
1937545,2016-01-19,209000.0,61.0,69001.0,4.835136,45.765429
1937546,2016-01-18,103700.0,35.0,69002.0,4.821957,45.746961999999996
1937548,2016-01-28,100800.0,27.0,69005.0,4.815575,45.751736
1937550,2016-01-14,159000.0,59.0,69009.0,4.79448,45.785872
1937552,2016-01-15,92500.0,24.0,69005.0,4.804269000000001,45.753992
1937554,2016-01-26,440000.0,91.0,69002.0,4.832349,45.762788
1937555,2016-01-15,137000.0,83.0,69009.0,4.795655,45.78264
1937559,2016-01-14,1025000.0,55.0,69005.0,4.827882,45.763512
1937560,2016-01-14,1025000.0,28.0,69005.0,4.827882,45.763512
1937561,2016-01-14,1025000.0,34.0,69005.0,4.827882,45.763512
1937562,2016-01-14,1025000.0,32.0,69005.0,4.827882,45.763512
1937563,2016-01-14,1025000.0,34.0,69005.0,4.827882,45.763512
1937565,2016-01-14,1025000.0,28.0,69005.0,4.827882,45.763512
1937566,2016-01-14,1025000.0,34.0,69005.0,4.827882,45.763512
1937570,2016-01-26,75000.0,22.0,69004.0,4.834711,45.781591
1937571,2016-01-19,137000.0,29.0,69001.0,4.832555999999999,45.765343
1937574,2016-01-19,204000.0,44.0,69001.0,4.833085,45.769988
1937580,2016-01-12,338700.0,101.0,69001.0,4.832667,45.768873
1937581,2016-01-29,330760.0,103.0,69002.0,4.821937,45.744474
1937585,2016-01-26,105000.0,66.0,69009.0,4.836780999999999,45.802867
1937586,2016-01-27,271000.0,61.0,69005.0,4.8258220000000005,45.758252
1937593,2016-01-27,255000.0,47.0,69009.0,4.81778,45.790439
1937602,2016-01-22,170000.0,37.0,69002.0,4.830443,45.752362
1937606,2016-01-14,144700.0,27.0,69002.0,4.8293669999999995,45.758435999999996
1937609,2016-01-26,315000.0,66.0,69009.0,4.811287999999999,45.785166
1937613,2016-01-28,229000.0,89.0,69009.0,4.806582,45.77975
1937615,2016-01-27,507727.0,102.0,69002.0,4.831037,45.755303000000005
1937616,2016-01-18,146250.0,75.0,69005.0,4.790948,45.759391
1937618,2016-01-13,115000.0,35.0,69009.0,4.808048,45.773903000000004
1937621,2016-01-29,380000.0,132.0,69001.0,4.828802,45.770005
1937622,2016-01-13,180000.0,55.0,69004.0,4.83995,45.77755
1937627,2016-01-15,140000.0,86.0,69009.0,4.791030999999999,45.765145000000004
1937629,2016-01-25,198000.0,64.0,69002.0,4.832342,45.752565000000004
1937630,2016-01-29,149000.0,46.0,69001.0,4.837587999999999,45.770863
1937633,2016-01-25,140000.0,52.0,69009.0,4.806798000000001,45.771008
1937636,2016-02-01,360000.0,102.0,69005.0,4.823956,45.767171000000005
1937644,2016-01-25,252000.0,94.0,69001.0,4.834658999999999,45.770363
1937645,2016-01-22,270700.0,86.0,69009.0,4.805213,45.771314000000004
1937659,2016-01-28,240000.0,90.0,69004.0,4.833464,45.781082
1937666,2016-01-29,381000.0,91.0,69005.0,4.801293,45.754577000000005
1937668,2016-01-15,266000.0,38.0,69005.0,4.823912,45.756088
1937673,2016-01-25,108000.0,40.0,69005.0,4.818929,45.750881
1937674,2016-01-18,265000.0,73.0,69004.0,4.829148,45.777485999999996
1937689,2016-01-29,157300.0,77.0,69002.0,4.832955999999999,45.763022
1937693,2016-02-01,105238.8,18.0,69009.0,4.811287999999999,45.785166
1937694,2016-01-14,123265.0,69.0,69005.0,4.789540000000001,45.763065000000005
1937695,2016-01-18,1400000.0,30.0,69004.0,4.822561,45.77367
1937696,2016-01-18,1400000.0,20.0,69004.0,4.822561,45.77367
1937697,2016-01-18,1400000.0,20.0,69004.0,4.822561,45.77367
1937698,2016-01-18,1400000.0,25.0,69004.0,4.822561,45.77367
1937699,2016-01-18,1400000.0,30.0,69004.0,4.822561,45.77367
1937700,2016-01-18,1400000.0,25.0,69004.0,4.822561,45.77367
1937701,2016-01-18,1400000.0,30.0,69004.0,4.822561,45.77367
1937703,2016-01-18,1400000.0,30.0,69004.0,4.822561,45.77367
1937705,2016-01-18,1400000.0,50.0,69004.0,4.822561,45.77367
1937720,2016-01-26,259000.0,61.0,69004.0,4.830564,45.77646
1937724,2016-01-20,117800.0,57.0,69009.0,4.821956,45.798716
1937730,2016-01-28,142000.0,49.0,69009.0,4.793317,45.785583
1937732,2016-01-28,90000.0,28.0,69002.0,4.834608,45.757394
1937733,2016-01-22,237900.0,78.0,69005.0,4.800927,45.751816999999996
1937736,2016-01-26,146850.0,73.0,69005.0,4.7919220000000005,45.748626
1937749,2016-01-25,465600.0,106.0,69005.0,4.801293,45.754577000000005
1937753,2016-02-11,314280.0,110.0,69005.0,4.823956,45.767171000000005
1937762,2016-02-04,89000.0,33.0,69009.0,4.802942,45.771438
1937764,2016-02-01,1200000.0,48.0,69001.0,4.832262999999999,45.769172
1937765,2016-02-01,1200000.0,20.0,69001.0,4.832262999999999,45.769172
1937766,2016-02-01,1200000.0,31.0,69001.0,4.832262999999999,45.769172
1937767,2016-02-01,1200000.0,25.0,69001.0,4.832262999999999,45.769172
1937768,2016-02-01,1200000.0,20.0,69001.0,4.832262999999999,45.769172
1937769,2016-02-01,1200000.0,30.0,69001.0,4.832262999999999,45.769172
1937770,2016-02-01,1200000.0,66.0,69001.0,4.832262999999999,45.769172
1937772,2016-02-01,1200000.0,20.0,69001.0,4.832262999999999,45.769172
1937773,2016-02-01,1200000.0,38.0,69001.0,4.832262999999999,45.769172
1937774,2016-02-01,1200000.0,20.0,69001.0,4.832262999999999,45.769172
1937775,2016-02-01,1200000.0,31.0,69001.0,4.832262999999999,45.769172
1937777,2016-01-22,340000.0,90.0,69004.0,4.834262,45.781626
1937782,2016-01-18,110000.0,65.0,69009.0,4.808517,45.787805999999996
1937783,2016-01-25,158000.0,63.0,69009.0,4.793448000000001,45.788911999999996
1937785,2016-01-25,210700.0,39.0,69002.0,4.835801,45.757033
1937790,2016-01-25,177500.0,44.0,69005.0,4.78495,45.752711
1937810,2016-02-09,132000.0,38.0,69002.0,4.825065,45.743833
1937816,2016-02-03,226000.0,65.0,69005.0,4.826127,45.766974
1937820,2016-02-01,457350.0,107.0,69004.0,4.816424,45.77213
1937821,2016-01-18,240000.0,77.0,69004.0,4.830619,45.776744
1937823,2016-01-19,256950.0,70.0,69005.0,4.8285849999999995,45.762814
1937824,2016-01-18,180000.0,38.0,69002.0,4.8264949999999995,45.751999999999995
1937825,2016-01-22,246100.0,72.0,69001.0,4.833176,45.772566
1937830,2016-02-01,193000.0,42.0,69004.0,4.833532,45.775771999999996
1937835,2016-02-02,159000.0,63.0,69004.0,4.837141,45.779981
1937836,2016-01-21,98000.0,24.0,69005.0,4.825552,45.758662
1937837,2016-02-01,273600.0,62.0,69004.0,4.836213,45.775427
1937841,2016-01-28,132000.0,48.0,69004.0,4.82383,45.779408000000004
1937846,2016-01-29,298000.0,66.0,69005.0,4.801322,45.760298
1937855,2016-02-11,692000.0,176.0,69002.0,4.825988,45.754113000000004
1937856,2016-02-05,173500.0,65.0,69005.0,4.814668,45.75042
1937859,2016-02-08,132600.0,47.0,69009.0,4.802007,45.774527
1937860,2016-02-04,315000.0,50.0,69001.0,4.832662,45.769387
1937861,2016-02-04,315000.0,65.0,69001.0,4.832662,45.769387
1937870,2016-02-15,105000.0,52.0,69004.0,4.815098,45.78304
1937871,2016-02-05,518750.0,118.0,69004.0,4.823793,45.777597
1937872,2016-02-05,518750.0,117.0,69004.0,4.823793,45.777597
1937875,2016-02-04,100500.0,72.0,69009.0,4.8035190000000005,45.788472
1937877,2016-01-21,139000.0,19.0,69002.0,4.833506,45.763689
1937879,2016-02-05,270000.0,110.0,69002.0,4.8162519999999995,45.743186
1937882,2016-01-18,123500.0,77.0,69009.0,4.808517,45.787805999999996
1937889,2016-02-10,121000.0,47.0,69004.0,4.837671,45.774608
1937912,2016-01-29,235000.0,81.0,69004.0,4.823538,45.783439
1937916,2016-02-01,338080.0,70.0,69002.0,4.820347,45.746031
1937918,2016-02-02,340520.0,70.0,69002.0,4.820347,45.746031
1937923,2016-02-11,168000.0,80.0,69009.0,4.806213,45.778096000000005
1937938,2016-02-05,251000.0,59.0,69002.0,4.8162519999999995,45.743186
1937943,2016-01-27,105000.0,72.0,69005.0,4.822236,45.766822999999995
1937944,2016-01-27,105000.0,32.0,69005.0,4.822236,45.766822999999995
1937950,2016-01-26,186000.0,70.0,69005.0,4.819448,45.761018
1937970,2016-02-05,190500.0,69.0,69009.0,4.807175,45.764348999999996
1937971,2016-01-26,85000.0,140.0,69005.0,4.824371,45.756453
1937978,2016-01-22,135500.0,58.0,69009.0,4.808517,45.787805999999996
1937980,2016-02-03,260529.0,65.0,69009.0,4.801211,45.776387
1937982,2016-01-21,277500.0,85.0,69009.0,4.80042,45.772221
1937983,2016-02-05,120000.0,27.0,69002.0,4.826308999999999,45.754611
1937985,2016-01-27,120000.0,80.0,69009.0,4.802697,45.785959999999996
1937992,2016-01-28,112200.0,29.0,69001.0,4.83552,45.769141
1938023,2016-01-20,155275.0,83.0,69005.0,4.789540000000001,45.763065000000005
1938024,2016-01-25,194000.0,84.0,69005.0,4.808248000000001,45.75553
1938026,2016-01-25,206250.0,62.0,69009.0,4.802204,45.771421000000004
1938033,2016-02-05,188000.0,61.0,69004.0,4.837141,45.779981
1938034,2016-01-25,149800.0,61.0,69009.0,4.825579,45.802149
1938035,2016-02-16,190000.0,102.0,69005.0,4.802773,45.761764
1938039,2016-02-09,159200.0,42.0,69004.0,4.823955000000001,45.776837
1938040,2016-02-01,377000.0,91.0,69005.0,4.801293,45.754577000000005
1938057,2016-02-11,177000.0,43.0,69001.0,4.8301099999999995,45.768609000000005
1938061,2016-02-08,165000.0,92.0,69005.0,4.793918,45.758907
1938067,2016-01-29,108500.0,45.0,69001.0,4.829635,45.769482
1938068,2016-02-11,365120.0,92.0,69001.0,4.834215,45.770115999999994
1938069,2016-02-04,554670.0,162.0,69001.0,4.837032,45.773163000000004
1938072,2016-02-03,221650.0,66.0,69009.0,4.805186,45.771910999999996
1938075,2016-02-05,248380.0,84.0,69009.0,4.805213,45.771314000000004
1938076,2016-01-28,235100.0,80.0,69009.0,4.8021769999999995,45.775492
1938079,2016-02-12,400000.0,67.0,69002.0,4.830068,45.750963
1938083,2016-01-28,286000.0,85.0,69004.0,4.814637,45.780818
1938085,2016-01-29,172800.0,53.0,69004.0,4.830619,45.776744
1938086,2016-02-08,100000.0,56.0,69009.0,4.825579,45.802149
1938088,2016-01-29,274000.0,79.0,69004.0,4.835630999999999,45.776223
1938092,2016-01-27,321500.0,84.0,69001.0,4.83115,45.767469
1938100,2016-02-12,287000.0,64.0,69009.0,4.81778,45.790439
1938105,2016-02-01,71000.0,23.0,69009.0,4.804817,45.777988
1938107,2016-02-02,332700.0,87.0,69001.0,4.8182730000000005,45.770173
1938114,2016-01-30,150000.0,79.0,69009.0,4.828809,45.800778
1938118,2016-02-01,235000.0,52.0,69005.0,4.783358,45.752995
1938120,2016-02-23,1045090.0,171.0,69004.0,4.818238,45.78419
1938125,2016-01-26,175000.0,41.0,69005.0,4.783358,45.752995
1938127,2016-02-04,208400.0,55.0,69001.0,4.818459,45.77022
1938130,2016-02-11,200000.0,56.0,69005.0,4.807219,45.751633
1938131,2016-01-30,513232.0,141.0,69002.0,4.831143,45.75544
1938132,2016-02-12,157500.0,43.0,69009.0,4.808175,45.770241
1938133,2016-02-11,75000.0,27.0,69001.0,4.83609,45.772954999999996
1938134,2016-02-04,179500.0,77.0,69009.0,4.789723,45.787014
1938143,2016-01-28,185000.0,64.0,69001.0,4.832718,45.76983
1938144,2016-02-08,275000.0,68.0,69004.0,4.835630999999999,45.776223
1938149,2016-02-03,130800.0,21.0,69009.0,4.804997,45.773257
1938151,2016-02-12,327000.0,84.0,69002.0,4.825086,45.744554
1938152,2016-01-29,219850.0,80.0,69005.0,4.800927,45.751816999999996
1938155,2016-01-26,158000.0,75.0,69009.0,4.79092,45.767773
1938156,2016-02-12,570000.0,118.0,69002.0,4.825991,45.752448
1938158,2016-02-01,127000.0,73.0,69009.0,4.795655,45.78264
1938159,2016-02-12,161350.0,38.0,69004.0,4.831831,45.775708
1938160,2016-02-02,108000.0,52.0,69009.0,4.788012,45.764905999999996
1938161,2016-02-05,258150.0,92.0,69009.0,4.82017,45.799957
1938163,2016-01-29,134000.0,47.0,69005.0,4.786251,45.757690000000004
1938176,2016-02-01,175000.0,63.0,69002.0,4.826564,45.75376
1938180,2016-01-29,385000.0,50.0,69009.0,4.8048910000000005,45.77228
1938181,2016-01-29,385000.0,40.0,69009.0,4.8048910000000005,45.77228
1938182,2016-01-29,385000.0,51.0,69009.0,4.8048910000000005,45.77228
1938185,2016-02-02,108000.0,67.0,69009.0,4.802697,45.785959999999996
1938187,2016-02-03,175000.0,52.0,69009.0,4.8021769999999995,45.775492
1938195,2016-02-12,128500.0,30.0,69005.0,4.814637,45.755428
1938197,2016-02-12,342600.0,87.0,69004.0,4.829445,45.775632
1938198,2016-02-24,275000.0,106.0,69009.0,4.832,45.800607
1938200,2016-02-26,143000.0,65.0,69005.0,4.793168,45.759189
1938202,2016-01-06,85000.0,35.0,69002.0,4.834353,45.759190000000004
1938205,2016-02-12,105238.8,18.0,69009.0,4.811287999999999,45.785166
1938208,2016-02-01,266000.0,75.0,69004.0,4.838787,45.775402
1938212,2016-02-16,208000.0,62.0,69009.0,4.8013959999999996,45.772512
1938214,2016-02-01,352000.0,63.0,69005.0,4.787473,45.746996
1938217,2016-02-10,189000.0,75.0,69005.0,4.790948,45.759391
1938222,2016-02-02,128000.0,42.0,69009.0,4.801369,45.779499
1938227,2016-02-10,172260.0,66.0,69009.0,4.804535,45.775847999999996
1938228,2016-02-05,150500.0,74.0,69005.0,4.778867,45.753415999999994
1938231,2016-02-02,490000.0,17.0,69002.0,4.831143,45.754378
1938232,2016-02-02,490000.0,87.0,69002.0,4.831143,45.754378
1938233,2016-02-02,490000.0,47.0,69002.0,4.831143,45.754378
1938234,2016-02-02,490000.0,25.0,69002.0,4.831143,45.754378
1938235,2016-02-02,490000.0,41.0,69002.0,4.831143,45.754378
1938236,2016-02-03,252000.0,62.0,69004.0,4.828304,45.775890999999994
1938237,2016-02-03,252000.0,26.0,69004.0,4.828304,45.775890999999994
1938256,2016-02-01,420000.0,118.0,69002.0,4.828882,45.750084
1938257,2016-02-03,280000.0,67.0,69001.0,4.8366739999999995,45.766612
1938260,2016-02-09,68000.0,29.0,69009.0,4.801012,45.790299
1938263,2016-02-05,185000.0,55.0,69009.0,4.801468,45.7717
1938265,2016-02-02,640000.0,149.0,69002.0,4.834015,45.763133
1938266,2016-02-09,126000.0,37.0,69004.0,4.829445,45.775632
1938271,2016-02-24,138000.0,41.0,69002.0,4.822384,45.743176
1938272,2016-02-01,108000.0,67.0,69009.0,4.802697,45.785959999999996
1938274,2016-02-02,260000.0,60.0,69004.0,4.831322,45.774735
1938275,2016-02-05,271600.0,90.0,69009.0,4.828809,45.800778
1938277,2016-02-12,70400.0,77.0,69005.0,4.788272,45.759387
1938289,2016-02-18,239750.0,68.0,69004.0,4.83001,45.779061999999996
1938291,2016-02-05,380000.0,105.0,69004.0,4.814637,45.780818
1938313,2016-02-12,301400.0,92.0,69001.0,4.8321510000000005,45.767387
1938317,2016-02-10,815000.0,134.0,69005.0,4.812566,45.748754999999996
1938320,2016-02-08,110500.0,59.0,69005.0,4.786061,45.757444
1938334,2016-02-09,692000.0,89.0,69002.0,4.832914,45.762678
1938335,2016-02-09,692000.0,93.0,69002.0,4.832914,45.762678
1938339,2016-02-09,240000.0,37.0,69002.0,4.825065,45.743833
1938340,2016-02-09,240000.0,26.0,69002.0,4.825065,45.743833
1938343,2016-02-05,190340.0,67.0,69005.0,4.813846,45.757758
1938344,2016-02-12,205000.0,51.0,69004.0,4.824389,45.774791
1938346,2016-02-15,122000.0,61.0,69009.0,4.801012,45.790299
1938350,2016-02-22,108500.0,29.0,69002.0,4.825687,45.751553
1938356,2016-02-05,132000.0,64.0,69009.0,4.805676,45.773485
1938357,2016-02-08,210000.0,48.0,69004.0,4.834744000000001,45.780025
1938366,2016-02-08,563250.0,125.0,69001.0,4.824828,45.769667
1938372,2016-02-22,242500.0,77.0,69004.0,4.840445,45.779649
1938373,2016-02-11,160000.0,65.0,69004.0,4.838431,45.778483
1938375,2016-02-12,400140.0,114.0,69004.0,4.823538,45.783439
1938379,2016-02-18,129000.0,20.0,69009.0,4.804997,45.773257
1938384,2016-02-05,97000.0,32.0,69001.0,4.832201,45.770458000000005
1938386,2016-02-19,171000.0,63.0,69009.0,4.793317,45.785583
1938396,2016-02-24,152000.0,55.0,69004.0,4.835037000000001,45.776283
1938399,2016-02-29,97000.0,20.0,69001.0,4.832104,45.769968
1938402,2016-02-23,216400.0,54.0,69002.0,4.832612,45.762214
1938405,2016-01-26,140000.0,35.0,69002.0,4.834353,45.759190000000004
1938408,2016-02-08,305000.0,115.0,69005.0,4.797755,45.753445
1938410,2016-02-18,256000.0,67.0,69004.0,4.833532,45.775771999999996
1938425,2016-02-22,180000.0,75.0,69009.0,4.79092,45.767773
1938426,2016-02-22,180000.0,85.0,69005.0,4.787145,45.759367
1938430,2016-02-29,230000.0,44.0,69002.0,4.82554,45.751886
1938431,2016-02-24,223350.0,48.0,69004.0,4.8284839999999996,45.776362
1938432,2016-02-15,159000.0,38.0,69004.0,4.835058999999999,45.777722
1938434,2016-02-16,130000.0,46.0,69004.0,4.82874,45.776033
1938435,2016-03-03,123000.0,39.0,69001.0,4.832191000000001,45.765710999999996
1938437,2016-02-09,171150.0,76.0,69009.0,4.804329,45.778267
1938651,2016-02-24,130950.0,79.0,69005.0,4.778867,45.753415999999994
1938654,2016-02-12,390000.0,123.0,69002.0,4.829576,45.75289
1938655,2016-02-16,126850.0,69.0,69005.0,4.786061,45.757444
1938658,2016-02-12,519800.0,130.0,69002.0,4.829676,45.755144
1938660,2016-02-26,160000.0,54.0,69004.0,4.826944999999999,45.779363000000004
1938666,2016-02-12,454400.0,102.0,69002.0,4.82075,45.747318
1938669,2016-02-16,142000.0,50.0,69001.0,4.82892,45.767845
1938675,2016-02-24,210896.25,51.0,69005.0,4.824898,45.759401000000004
1938676,2016-02-26,123600.0,31.0,69009.0,4.807386,45.774698
1938680,2016-02-19,110000.0,34.0,69001.0,4.830197,45.772416
1938683,2016-02-17,150000.0,56.0,69009.0,4.804094,45.776381
1938684,2016-02-18,129000.0,68.0,69009.0,4.806813,45.787271999999994
1938686,2016-02-16,156000.0,75.0,69005.0,4.791332,45.748262
1938687,2016-02-16,156000.0,76.0,69005.0,4.791332,45.748262
1938689,2016-02-29,662700.0,115.0,69002.0,4.837235,45.761936
1938693,2016-02-24,100000.0,53.0,69009.0,4.792816,45.780269
1938705,2016-02-23,104333.52,18.0,69009.0,4.811287999999999,45.785166
1938707,2016-02-15,293000.0,65.0,69009.0,4.81778,45.790439
1938709,2016-02-11,327900.0,110.0,69005.0,4.809121,45.757238
1938711,2016-02-19,269000.0,63.0,69009.0,4.81778,45.790439
1938715,2016-02-15,244290.0,73.0,69002.0,4.822735,45.744419
1938731,2016-02-18,149700.0,45.0,69001.0,4.837073999999999,45.774107
1938732,2016-02-15,106000.0,47.0,69005.0,4.79764,45.75933
1938734,2016-02-15,106000.0,46.0,69005.0,4.79764,45.75933
1938736,2016-02-17,286000.0,75.0,69005.0,4.823956,45.767171000000005
1938737,2016-02-12,250000.0,46.0,69005.0,4.81785,45.750281
1938740,2016-02-29,174500.0,83.0,69009.0,4.789723,45.787014
1938744,2016-02-26,208900.0,71.0,69009.0,4.819685,45.795157
1938746,2016-02-26,227629.0,88.0,69009.0,4.803944,45.777637
1938750,2016-02-29,159000.0,62.0,69009.0,4.789723,45.787014
1938751,2016-02-16,149000.0,80.0,69009.0,4.802697,45.785959999999996
1938753,2016-02-29,167000.0,45.0,69005.0,4.821967,45.766915999999995
1938771,2016-02-26,197500.0,43.0,69001.0,4.8322519999999995,45.768347999999996
1938776,2016-02-18,285000.0,86.0,69002.0,4.824637999999999,45.745061
1938780,2016-02-24,65000.0,14.0,69009.0,4.808253,45.769558
1938781,2016-02-26,280000.0,111.0,69005.0,4.806853,45.759279
1938789,2016-02-15,167200.0,94.0,69009.0,4.822843,45.798189
1938791,2016-02-23,155000.0,42.0,69001.0,,
1938794,2016-02-29,114000.0,20.0,69001.0,4.832929,45.768060999999996
1938797,2016-02-29,135300.0,44.0,69009.0,4.805186,45.771910999999996
1938807,2016-02-15,234800.0,77.0,69009.0,4.804543,45.778253
1938808,2016-02-23,237870.0,65.0,69001.0,4.835001999999999,45.773628
1938810,2016-02-24,466250.0,95.0,69004.0,4.811995,45.778935
1938816,2016-02-24,216000.0,127.0,69005.0,4.781517,45.754104999999996
1938818,2016-02-29,178700.0,99.0,69005.0,4.784293,45.751694
1938819,2016-02-25,253800.0,94.0,69009.0,4.8063139999999995,45.765646999999994
1938821,2016-02-26,215000.0,51.0,69005.0,4.828532,45.763425
1938835,2016-02-19,364300.0,77.0,69004.0,4.832401,45.781284
1938837,2016-02-16,148000.0,38.0,69004.0,4.821381,45.774799
1938841,2016-02-19,207000.0,56.0,69009.0,4.801468,45.7717
1938844,2016-02-29,232750.0,65.0,69001.0,4.819015,45.770419
1938846,2016-02-18,141900.0,59.0,69009.0,4.802222,45.777708000000004
1938847,2016-02-15,102850.0,67.0,69009.0,4.825579,45.802149
1938858,2016-02-26,534800.0,71.0,69002.0,4.837818,45.763967
1938863,2016-03-10,282000.0,64.0,69004.0,4.831864,45.777183
1938864,2016-03-07,187500.0,47.0,69001.0,4.8346849999999995,45.771349
1938865,2016-03-09,150645.0,74.0,69009.0,4.792123999999999,45.765334
1938867,2016-02-23,63000.0,20.0,69004.0,4.8401510000000005,45.779882
1938876,2016-02-19,78000.0,24.0,69005.0,4.827723000000001,45.763515000000005
1938885,2016-02-26,273000.0,56.0,69002.0,4.820142,45.744794
1938887,2016-02-10,161275.0,21.0,69001.0,4.834846,45.768195
1938892,2016-03-03,237000.0,73.0,69002.0,4.822212,45.742983
1938902,2016-02-19,195000.0,71.0,69005.0,4.816774,45.760663
1938904,2016-02-26,368050.0,95.0,69009.0,4.819685,45.795157
1938907,2016-02-19,180000.0,45.0,69004.0,4.836434,45.775067
1938908,2016-03-03,159500.0,59.0,69005.0,4.78332,45.750748
1938912,2016-03-01,515000.0,114.0,69002.0,4.83611,45.757206
1938914,2016-02-29,118000.0,38.0,69009.0,4.806367,45.773103000000006
1938916,2016-02-29,105000.0,67.0,69009.0,4.802697,45.785959999999996
1938917,2016-02-25,98000.0,62.0,69005.0,4.817174,45.753395000000005
1938919,2016-02-25,176500.0,80.0,69009.0,4.795154,45.785540999999995
1938924,2016-02-18,166650.0,40.0,69004.0,4.8346540000000005,45.776025
