,date_mutation,valeur_fonciere,surface_reelle_bati,code_postal,longitude,latitude
2243251,2017-03-17,157000.0,46.0,69003.0,4.851838,45.753305
2243254,2017-03-21,146000.0,50.0,69008.0,4.879064,45.738698
2243256,2017-03-22,135000.0,30.0,69007.0,4.845411,45.750040999999996
2243257,2017-03-15,290000.0,79.0,69003.0,4.868409,45.747578000000004
2243262,2017-03-15,84500.0,18.0,69003.0,4.863019,45.756847
2243263,2017-03-01,108500.0,50.0,69007.0,4.833594000000001,45.730752
2243265,2017-03-10,259370.0,90.0,69007.0,4.8546830000000005,45.750797999999996
2243267,2017-02-23,180000.0,53.0,69008.0,4.875826999999999,45.741527000000005
2243272,2017-03-22,200000.0,60.0,69007.0,4.850404,45.750501
2243273,2017-03-10,87000.0,15.0,69003.0,4.882942,45.748796
2243282,2017-03-13,407250.0,105.0,69006.0,4.8536209999999995,45.766131
2243284,2017-03-08,198000.0,47.0,69003.0,4.851157,45.754943
2243291,2017-03-20,332600.0,71.0,69003.0,4.864564,45.7554
2243293,2017-03-07,260000.0,74.0,69003.0,4.852822,45.75385
2243295,2017-03-06,215000.0,63.0,69008.0,4.864262,45.742925
2243296,2017-03-08,130000.0,39.0,69007.0,4.840892,45.753128000000004
2243298,2017-03-21,145000.0,40.0,69007.0,4.848898,45.753075
2243299,2017-03-15,148400.0,55.0,69007.0,4.828253,45.731153000000006
2243301,2017-03-22,410000.0,85.0,69006.0,4.846569000000001,45.769551
2243303,2017-03-09,446000.0,133.0,69003.0,4.8716870000000005,45.760745
2243304,2017-03-13,235000.0,69.0,69008.0,4.865543,45.736626
2243307,2017-03-08,187350.0,48.0,69003.0,4.881285,45.750690000000006
2243310,2017-03-14,123000.0,68.0,69007.0,4.83783,45.732118
2243312,2017-03-10,438500.0,90.0,69008.0,4.859433,45.74418
2243313,2017-03-28,123000.0,45.0,69008.0,4.881047,45.726755
2243314,2017-03-06,170000.0,59.0,69003.0,4.845548,45.755833
2243319,2017-03-13,169500.0,45.0,69007.0,4.834146,45.7441
2243321,2017-03-20,170000.0,96.0,69008.0,4.881842,45.723095
2243322,2017-03-15,400000.0,18.0,69008.0,4.882063,45.723618
2243323,2017-03-15,400000.0,35.0,69008.0,4.882063,45.723618
2243325,2017-03-15,400000.0,70.0,69008.0,4.882063,45.723618
2243326,2017-03-15,400000.0,70.0,69008.0,4.882063,45.723618
